study_accession	sample_accession	sample_title	sample_alias	run_accession	library_layout	read_count	submitted_bytes	fastq_bytes	fastq_ftp
PRJEB4336	SAMEA2154082	Stool sample from danish	MetaHIT-MH0034	ERR321142	PAIRED	13893002	1190386641;1206361533	1250030267;1265971939	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321142/ERR321142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321142/ERR321142_2.fastq.gz
PRJEB4336	SAMEA2162530	Stool sample from danish	MetaHIT-MH0035	ERR321143	PAIRED	10922014	776058469;811808551	815673053;853303797	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321143/ERR321143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321143/ERR321143_2.fastq.gz
PRJEB4336	SAMEA2162530	Stool sample from danish	MetaHIT-MH0035	ERR321144	PAIRED	13705983	1173866511;1189448635	1232620985;1248243382	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321144/ERR321144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321144/ERR321144_2.fastq.gz
PRJEB4336	SAMEA2155132	Stool sample from danish	MetaHIT-MH0036	ERR321145	PAIRED	10483020	828195896;834592015	871154841;877179137	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321145/ERR321145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321145/ERR321145_2.fastq.gz
PRJEB4336	SAMEA2155132	Stool sample from danish	MetaHIT-MH0036	ERR321146	PAIRED	13367401	1126358100;1148709532	1183386868;1205923822	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321146/ERR321146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321146/ERR321146_2.fastq.gz
PRJEB4336	SAMEA2143295	Stool sample from danish	MetaHIT-MH0037	ERR321147	PAIRED	8643128	660624764;652571761	694884209;685918605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321147/ERR321147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321147/ERR321147_2.fastq.gz
PRJEB4336	SAMEA2143295	Stool sample from danish	MetaHIT-MH0037	ERR321148	PAIRED	12372278	980765920;1019644724	1031754166;1071557088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321148/ERR321148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321148/ERR321148_2.fastq.gz
PRJEB4336	SAMEA2142583	Stool sample from danish	MetaHIT-MH0038	ERR321149	PAIRED	9567382	778500895;796153803	818432750;836247554	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321149/ERR321149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321149/ERR321149_2.fastq.gz
PRJEB4336	SAMEA2142583	Stool sample from danish	MetaHIT-MH0038	ERR321150	PAIRED	13162165	1103969600;1128712103	1159874502;1184881056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321150/ERR321150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321150/ERR321150_2.fastq.gz
PRJEB4336	SAMEA2156186	Stool sample from danish	MetaHIT-MH0039	ERR321151	PAIRED	8838893	710005268;719463940	746513670;755887666	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321151/ERR321151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321151/ERR321151_2.fastq.gz
PRJEB4336	SAMEA2156186	Stool sample from danish	MetaHIT-MH0039	ERR321152	PAIRED	12518664	1014730495;1043175844	1066763571;1095905152	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321152/ERR321152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321152/ERR321152_2.fastq.gz
PRJEB4336	SAMEA2152602	Stool sample from danish	MetaHIT-MH0040	ERR321153	PAIRED	8679313	531493866;583865379	562553249;614571650	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321153/ERR321153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321153/ERR321153_2.fastq.gz
PRJEB4336	SAMEA2152602	Stool sample from danish	MetaHIT-MH0040	ERR321154	PAIRED	13444486	1138939493;1161031477	1196150282;1218533528	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321154/ERR321154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321154/ERR321154_2.fastq.gz
PRJEB4336	SAMEA2149030	Stool sample from danish	MetaHIT-MH0041	ERR321155	PAIRED	9032917	630612836;627511185	662403239;659414694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321155/ERR321155_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321155/ERR321155_2.fastq.gz
PRJEB4336	SAMEA2149030	Stool sample from danish	MetaHIT-MH0041	ERR321156	PAIRED	13151792	1068145630;1128757567	1122905391;1184816810	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321156/ERR321156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321156/ERR321156_2.fastq.gz
PRJEB4336	SAMEA2152768	Stool sample from danish	MetaHIT-MH0042	ERR321157	PAIRED	8802750	712913767;730818715	748899212;767009450	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321157/ERR321157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321157/ERR321157_2.fastq.gz
PRJEB4336	SAMEA2152768	Stool sample from danish	MetaHIT-MH0042	ERR321158	PAIRED	12900414	1087320234;1113510285	1142006861;1168565749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321158/ERR321158_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321158/ERR321158_2.fastq.gz
PRJEB4336	SAMEA2147983	Stool sample from danish	MetaHIT-MH0043	ERR321159	PAIRED	11610294	897134539;932584447	943661004;980438445	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321159/ERR321159_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321159/ERR321159_2.fastq.gz
PRJEB4336	SAMEA2147983	Stool sample from danish	MetaHIT-MH0043	ERR321160	PAIRED	13058081	1104972306;1129318785	1160558066;1185144899	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321160/ERR321160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321160/ERR321160_2.fastq.gz
PRJEB4336	SAMEA2148558	Stool sample from danish	MetaHIT-MH0044	ERR321161	PAIRED	9171391	652776715;646107770	685156119;678441544	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321161/ERR321161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321161/ERR321161_2.fastq.gz
PRJEB4336	SAMEA2148558	Stool sample from danish	MetaHIT-MH0044	ERR321162	PAIRED	13259545	1123360406;1151635165	1179927873;1208370235	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321162/ERR321162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321162/ERR321162_2.fastq.gz
PRJEB4336	SAMEA1972002	Stool sample from danish	MetaHIT-MH0045	ERR321163	PAIRED	11544188	789891231;843430887	831529864;886126546	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321163/ERR321163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321163/ERR321163_2.fastq.gz
PRJEB4336	SAMEA1972002	Stool sample from danish	MetaHIT-MH0045	ERR321164	PAIRED	13170508	1120667300;1143698403	1176882346;1199986642	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321164/ERR321164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321164/ERR321164_2.fastq.gz
PRJEB4336	SAMEA2148024	Stool sample from danish	MetaHIT-MH0046	ERR321165	PAIRED	6052183	444458392;473942829	466951772;498923158	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321165/ERR321165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321165/ERR321165_2.fastq.gz
PRJEB4336	SAMEA2148024	Stool sample from danish	MetaHIT-MH0046	ERR321166	PAIRED	11844870	949237864;1012454944	997864151;1062650533	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321166/ERR321166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321166/ERR321166_2.fastq.gz
PRJEB4336	SAMEA2152315	Stool sample from danish	MetaHIT-MH0047	ERR321167	PAIRED	10769772	719178051;766767610	757942323;805672187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321167/ERR321167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321167/ERR321167_2.fastq.gz
PRJEB4336	SAMEA2152315	Stool sample from danish	MetaHIT-MH0047	ERR321168	PAIRED	2694802	88957670;106176070	99483631;116247614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321168/ERR321168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321168/ERR321168_2.fastq.gz
PRJEB4336	SAMEA2155432	Stool sample from danish	MetaHIT-MH0048	ERR321169	PAIRED	10563584	840057086;849601604	883374838;892798085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321169/ERR321169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321169/ERR321169_2.fastq.gz
PRJEB4336	SAMEA2155432	Stool sample from danish	MetaHIT-MH0048	ERR321170	PAIRED	2920218	91979857;108863705	103359853;119747659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321170/ERR321170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321170/ERR321170_2.fastq.gz
PRJEB4336	SAMEA2157043	Stool sample from danish	MetaHIT-MH0049	ERR321171	PAIRED	10935278	746367996;802890524	785717795;843431774	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321171/ERR321171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321171/ERR321171_2.fastq.gz
PRJEB4336	SAMEA2157043	Stool sample from danish	MetaHIT-MH0049	ERR321172	PAIRED	4391268	175199886;194900714	191682518;211020595	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321172/ERR321172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321172/ERR321172_2.fastq.gz
PRJEB4336	SAMEA2149568	Stool sample from danish	MetaHIT-MH0050	ERR321173	PAIRED	11556341	820295495;893767912	862403735;940052141	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321173/ERR321173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321173/ERR321173_2.fastq.gz
PRJEB4336	SAMEA2149568	Stool sample from danish	MetaHIT-MH0050	ERR321174	PAIRED	12338464	1019231071;1056026709	1071057295;1108456773	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321174/ERR321174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321174/ERR321174_2.fastq.gz
PRJEB4336	SAMEA2143176	Stool sample from danish	MetaHIT-MH0051	ERR321175	PAIRED	10151349	798009118;792709488	839026792;833210415	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321175/ERR321175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321175/ERR321175_2.fastq.gz
PRJEB4336	SAMEA2143176	Stool sample from danish	MetaHIT-MH0051	ERR321176	PAIRED	2825973	89215914;98503204	100265710;109208300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321176/ERR321176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321176/ERR321176_2.fastq.gz
PRJEB4336	SAMEA2146472	Stool sample from danish	MetaHIT-MH0052	ERR321177	PAIRED	10592713	738629280;763696323	776599689;803084843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321177/ERR321177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321177/ERR321177_2.fastq.gz
PRJEB4336	SAMEA2146472	Stool sample from danish	MetaHIT-MH0052	ERR321178	PAIRED	3693580	125458632;147644927	139808770;161442415	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321178/ERR321178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321178/ERR321178_2.fastq.gz
PRJEB4336	SAMEA2155953	Stool sample from danish	MetaHIT-MH0053	ERR321179	PAIRED	8624377	566707905;568751468	597222442;599304426	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321179/ERR321179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321179/ERR321179_2.fastq.gz
PRJEB4336	SAMEA2155953	Stool sample from danish	MetaHIT-MH0053	ERR321180	PAIRED	13016035	1065617005;1071251177	1120297165;1126070303	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321180/ERR321180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321180/ERR321180_2.fastq.gz
PRJEB4336	SAMEA2146778	Stool sample from danish	MetaHIT-MH0054	ERR321181	PAIRED	8493115	576127177;571971322	606002848;601970138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321181/ERR321181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321181/ERR321181_2.fastq.gz
PRJEB4336	SAMEA2146778	Stool sample from danish	MetaHIT-MH0054	ERR321182	PAIRED	12636094	1019551826;1034563868	1072132513;1087478543	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321182/ERR321182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321182/ERR321182_2.fastq.gz
PRJEB4336	SAMEA2148733	Stool sample from danish	MetaHIT-MH0055	ERR321183	PAIRED	10018598	666393284;723819026	702315424;760462494	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321183/ERR321183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321183/ERR321183_2.fastq.gz
PRJEB4336	SAMEA2148733	Stool sample from danish	MetaHIT-MH0055	ERR321184	PAIRED	13535415	1137174798;1152097815	1194939408;1209918937	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321184/ERR321184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321184/ERR321184_2.fastq.gz
PRJEB4336	SAMEA2150283	Stool sample from danish	MetaHIT-MH0056	ERR321185	PAIRED	11324515	819308254;858890049	861430171;905901050	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321185/ERR321185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321185/ERR321185_2.fastq.gz
PRJEB4336	SAMEA2150283	Stool sample from danish	MetaHIT-MH0056	ERR321186	PAIRED	13242905	1111008341;1127037681	1167359319;1183583449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321186/ERR321186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321186/ERR321186_2.fastq.gz
PRJEB4336	SAMEA2150839	Stool sample from danish	MetaHIT-MH0057	ERR321187	PAIRED	8046008	539677348;548851676	567966634;577170192	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321187/ERR321187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321187/ERR321187_2.fastq.gz
PRJEB4336	SAMEA2150839	Stool sample from danish	MetaHIT-MH0057	ERR321188	PAIRED	13477358	1142691063;1160925140	1200283168;1218610374	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321188/ERR321188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321188/ERR321188_2.fastq.gz
PRJEB4336	SAMEA2152254	Stool sample from danish	MetaHIT-MH0058	ERR321189	PAIRED	11595122	848729233;892032587	891356994;938813850	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321189/ERR321189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321189/ERR321189_2.fastq.gz
PRJEB4336	SAMEA2152254	Stool sample from danish	MetaHIT-MH0058	ERR321190	PAIRED	13311136	1111574916;1125686691	1168234187;1182467966	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321190/ERR321190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321190/ERR321190_2.fastq.gz
PRJEB4336	SAMEA2155215	Stool sample from danish	MetaHIT-MH0059	ERR321191	PAIRED	10012573	772567660;784437257	812803772;825627375	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321191/ERR321191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321191/ERR321191_2.fastq.gz
PRJEB4336	SAMEA2155215	Stool sample from danish	MetaHIT-MH0059	ERR321192	PAIRED	10494611	733538056;792550003	771862982;832978638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321192/ERR321192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321192/ERR321192_2.fastq.gz
PRJEB4336	SAMEA2161608	Stool sample from danish	MetaHIT-MH0060	ERR321193	PAIRED	8422281	563923332;565333119	593590273;595049331	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321193/ERR321193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321193/ERR321193_2.fastq.gz
PRJEB4336	SAMEA2161608	Stool sample from danish	MetaHIT-MH0060	ERR321194	PAIRED	12132695	960740976;976226797	1010395027;1026431197	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321194/ERR321194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321194/ERR321194_2.fastq.gz
PRJEB4336	SAMEA2148063	Stool sample from danish	MetaHIT-MH0061	ERR321195	PAIRED	11046354	792638463;833462936	833100367;876651344	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321195/ERR321195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321195/ERR321195_2.fastq.gz
PRJEB4336	SAMEA2148063	Stool sample from danish	MetaHIT-MH0061	ERR321196	PAIRED	11175648	970233176;971720931	1017502813;1018987104	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321196/ERR321196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321196/ERR321196_2.fastq.gz
PRJEB4336	SAMEA2150866	Stool sample from danish	MetaHIT-MH0062	ERR321197	PAIRED	9350300	680809407;701226907	714722056;736968726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321197/ERR321197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321197/ERR321197_2.fastq.gz
PRJEB4336	SAMEA2150866	Stool sample from danish	MetaHIT-MH0062	ERR321198	PAIRED	8905846	619299570;712273023	650770785;748091820	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321198/ERR321198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321198/ERR321198_2.fastq.gz
PRJEB4336	SAMEA2151035	Stool sample from danish	MetaHIT-MH0063	ERR321199	PAIRED	11837789	895650703;939059935	941932939;987297568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321199/ERR321199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321199/ERR321199_2.fastq.gz
PRJEB4336	SAMEA2151035	Stool sample from danish	MetaHIT-MH0063	ERR321200	PAIRED	11140970	965216648;967712743	1012365164;1014894545	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321200/ERR321200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321200/ERR321200_2.fastq.gz
PRJEB4336	SAMEA2162348	Stool sample from danish	MetaHIT-MH0064	ERR321201	PAIRED	11167478	844941480;872988849	889081054;918212836	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321201/ERR321201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321201/ERR321201_2.fastq.gz
PRJEB4336	SAMEA2162348	Stool sample from danish	MetaHIT-MH0064	ERR321202	PAIRED	11196413	971890938;972737962	1019287901;1020122025	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321202/ERR321202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321202/ERR321202_2.fastq.gz
PRJEB4336	SAMEA2150814	Stool sample from danish	MetaHIT-MH0065	ERR321203	PAIRED	11217122	831430235;856945347	874284482;901655589	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321203/ERR321203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321203/ERR321203_2.fastq.gz
PRJEB4336	SAMEA2150814	Stool sample from danish	MetaHIT-MH0065	ERR321204	PAIRED	11069860	961678024;961302882	1008441367;1008094648	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321204/ERR321204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321204/ERR321204_2.fastq.gz
PRJEB4336	SAMEA2154930	Stool sample from danish	MetaHIT-MH0066	ERR321205	PAIRED	10943896	807986489;830195198	849062442;873012284	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321205/ERR321205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321205/ERR321205_2.fastq.gz
PRJEB4336	SAMEA2154930	Stool sample from danish	MetaHIT-MH0066	ERR321206	PAIRED	7112559	567665164;573805345	595758234;602552612	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321206/ERR321206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321206/ERR321206_2.fastq.gz
PRJEB4336	SAMEA2162460	Stool sample from danish	MetaHIT-MH0067	ERR321207	PAIRED	11600193	849328919;884841377	893108580;930542004	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321207/ERR321207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321207/ERR321207_2.fastq.gz
PRJEB4336	SAMEA2162460	Stool sample from danish	MetaHIT-MH0067	ERR321208	PAIRED	10641529	924771655;925386977	969701760;970312949	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321208/ERR321208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321208/ERR321208_2.fastq.gz
PRJEB4336	SAMEA2153740	Stool sample from danish	MetaHIT-MH0068	ERR321209	PAIRED	11097318	836937653;865438549	880495727;910426506	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321209/ERR321209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321209/ERR321209_2.fastq.gz
PRJEB4336	SAMEA2153740	Stool sample from danish	MetaHIT-MH0068	ERR321210	PAIRED	10834690	936221697;939484954	981931113;985224617	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321210/ERR321210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321210/ERR321210_2.fastq.gz
PRJEB4336	SAMEA2143745	Stool sample from danish	MetaHIT-MH0069	ERR321211	PAIRED	10853791	678738550;647621991	718111897;687578780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321211/ERR321211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321211/ERR321211_2.fastq.gz
PRJEB4336	SAMEA2143745	Stool sample from danish	MetaHIT-MH0069	ERR321212	PAIRED	11959007	910347010;961069008	957521641;1010258873	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321212/ERR321212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321212/ERR321212_2.fastq.gz
PRJEB4336	SAMEA2143745	Stool sample from danish	MetaHIT-MH0069	ERR321213	PAIRED	12043015	1034828725;1045984040	1086003221;1097167810	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321213/ERR321213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321213/ERR321213_2.fastq.gz
PRJEB4336	SAMEA2160621	Stool sample from danish	MetaHIT-MH0070	ERR321214	PAIRED	11320404	796129270;911859876	837429517;958157566	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321214/ERR321214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321214/ERR321214_2.fastq.gz
PRJEB4336	SAMEA2160621	Stool sample from danish	MetaHIT-MH0070	ERR321215	PAIRED	12636427	1085905709;1096849638	1139837596;1150734354	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321215/ERR321215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321215/ERR321215_2.fastq.gz
PRJEB4336	SAMEA2151258	Stool sample from danish	MetaHIT-MH0071	ERR321216	PAIRED	11194636	776591850;883347337	816718888;928671954	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321216/ERR321216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321216/ERR321216_2.fastq.gz
PRJEB4336	SAMEA2151258	Stool sample from danish	MetaHIT-MH0071	ERR321217	PAIRED	11922800	1013824125;1031162487	1064379795;1081825210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321217/ERR321217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321217/ERR321217_2.fastq.gz
PRJEB4336	SAMEA2148905	Stool sample from danish	MetaHIT-MH0072	ERR321218	PAIRED	12098158	1029960321;1038071648	1081510908;1089689757	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321218/ERR321218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321218/ERR321218_2.fastq.gz
PRJEB4336	SAMEA2148905	Stool sample from danish	MetaHIT-MH0072	ERR321219	PAIRED	12539905	1082731108;1087880172	1136220654;1141239910	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321219/ERR321219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321219/ERR321219_2.fastq.gz
PRJEB4336	SAMEA2144640	Stool sample from danish	MetaHIT-MH0073	ERR321220	PAIRED	11027848	824308924;849895053	866959894;893845576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321220/ERR321220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321220/ERR321220_2.fastq.gz
PRJEB4336	SAMEA2144640	Stool sample from danish	MetaHIT-MH0073	ERR321221	PAIRED	12586444	1086087957;1092688408	1139789351;1146297783	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321221/ERR321221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321221/ERR321221_2.fastq.gz
