study_accession	sample_accession	sample_title	sample_alias	run_accession	library_layout	read_count	submitted_bytes	fastq_bytes	fastq_ftp
PRJEB5224	SAMEA2338695	Stool sample from danish	MH0365	ERR414312	PAIRED	31261374	2069459462;2055205417	2160906032;2146520685	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414312/ERR414312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414312/ERR414312_2.fastq.gz
PRJEB5224	SAMEA2338696	Stool sample from danish	MH0366	ERR414313	PAIRED	28779110	2013563489;2066624801	2099012755;2151778401	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414313/ERR414313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414313/ERR414313_2.fastq.gz
PRJEB5224	SAMEA2338697	Stool sample from danish	MH0367	ERR414314	PAIRED	36030366	2523163256;2484351427	2624037948;2585320056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414314/ERR414314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414314/ERR414314_2.fastq.gz
PRJEB5224	SAMEA2338698	Stool sample from danish	MH0368	ERR414315	PAIRED	32417553	2287299824;2281640636	2377614476;2371894435	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414315/ERR414315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414315/ERR414315_2.fastq.gz
PRJEB5224	SAMEA2338699	Stool sample from danish	MH0369	ERR414316	PAIRED	34099856	2328143311;2416279278	2430576902;2518306412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414316/ERR414316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414316/ERR414316_2.fastq.gz
PRJEB5224	SAMEA2338700	Stool sample from danish	MH0370	ERR414317	PAIRED	34204215	2390774734;2394451929	2486327974;2490079973	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414317/ERR414317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414317/ERR414317_2.fastq.gz
PRJEB5224	SAMEA2338701	Stool sample from danish	MH0371	ERR414318	PAIRED	36239573	2539466933;2519470332	2642258504;2622373939	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414318/ERR414318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414318/ERR414318_2.fastq.gz
PRJEB5224	SAMEA2338702	Stool sample from danish	MH0372	ERR414319	PAIRED	33642306	2310910003;2333026881	2405040352;2427255286	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414319/ERR414319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414319/ERR414319_2.fastq.gz
PRJEB5224	SAMEA2338703	Stool sample from danish	MH0373	ERR414320	PAIRED	32939382	2343582069;2380822319	2435571588;2472739109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414320/ERR414320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414320/ERR414320_2.fastq.gz
PRJEB5224	SAMEA2338704	Stool sample from danish	MH0374	ERR414321	PAIRED	34374087	2431058620;2324648734	2527611873;2421012760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414321/ERR414321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414321/ERR414321_2.fastq.gz
PRJEB5224	SAMEA2338705	Stool sample from danish	MH0375	ERR414322	PAIRED	26271141	1793717953;1833942754	1864746673;1904910080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414322/ERR414322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414322/ERR414322_2.fastq.gz
PRJEB5224	SAMEA2338706	Stool sample from danish	MH0376	ERR414323	PAIRED	25761251	1818163115;1778455735	1887379940;1847691656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414323/ERR414323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414323/ERR414323_2.fastq.gz
PRJEB5224	SAMEA2338706	Stool sample from danish	MH0376	ERR414324	PAIRED	5926182	414902100;419849957	431153595;435806830	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414324/ERR414324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414324/ERR414324_2.fastq.gz
PRJEB5224	SAMEA2338707	Stool sample from danish	MH0377	ERR414325	PAIRED	32393842	2260895344;2248202558	2351588861;2338332931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414325/ERR414325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414325/ERR414325_2.fastq.gz
PRJEB5224	SAMEA2338708	Stool sample from danish	MH0378	ERR414326	PAIRED	39432700	2763290358;2742559055	2874161267;2852914581	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414326/ERR414326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414326/ERR414326_2.fastq.gz
PRJEB5224	SAMEA2338709	Stool sample from danish	MH0379	ERR414327	PAIRED	35055321	2423190051;2383522138	2522254558;2482214422	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414327/ERR414327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414327/ERR414327_2.fastq.gz
PRJEB5224	SAMEA2338710	Stool sample from danish	MH0381	ERR414328	PAIRED	18574968	1299991995;1296727934	1351482419;1348069140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414328/ERR414328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414328/ERR414328_2.fastq.gz
PRJEB5224	SAMEA2338710	Stool sample from danish	MH0381	ERR414329	PAIRED	9835929	708299487;708952177	737007436;737293657	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414329/ERR414329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414329/ERR414329_2.fastq.gz
PRJEB5224	SAMEA2338711	Stool sample from danish	MH0382	ERR414330	PAIRED	29697814	2052477327;2131866797	2141084759;2220116990	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414330/ERR414330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414330/ERR414330_2.fastq.gz
PRJEB5224	SAMEA2338712	Stool sample from danish	MH0383	ERR414331	PAIRED	32626192	2312310532;2293813837	2403592797;2384543540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414331/ERR414331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414331/ERR414331_2.fastq.gz
PRJEB5224	SAMEA2338713	Stool sample from danish	MH0384	ERR414332	PAIRED	35941243	2535678588;2531838903	2637197866;2632605273	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414332/ERR414332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414332/ERR414332_2.fastq.gz
PRJEB5224	SAMEA2338714	Stool sample from danish	MH0385	ERR414333	PAIRED	35968578	2543734402;2489680773	2645269474;2590725255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414333/ERR414333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414333/ERR414333_2.fastq.gz
PRJEB5224	SAMEA2338715	Stool sample from danish	MH0386	ERR414334	PAIRED	32275676	2260810094;2275785364	2350637345;2364891052	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414334/ERR414334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414334/ERR414334_2.fastq.gz
PRJEB5224	SAMEA2338716	Stool sample from danish	MH0387	ERR414335	PAIRED	34331855	2464841951;2342122795	2561959421;2438620522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414335/ERR414335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414335/ERR414335_2.fastq.gz
PRJEB5224	SAMEA2338717	Stool sample from danish	MH0388	ERR414336	PAIRED	30335561	2091877335;2151562861	2182674847;2241979911	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414336/ERR414336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414336/ERR414336_2.fastq.gz
PRJEB5224	SAMEA2338718	Stool sample from danish	MH0389	ERR414337	PAIRED	31899412	2199839118;2235529168	2288377887;2324005504	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414337/ERR414337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414337/ERR414337_2.fastq.gz
PRJEB5224	SAMEA2338719	Stool sample from danish	MH0390	ERR414338	PAIRED	30931632	2194383541;2168548142	2279834209;2253714500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414338/ERR414338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414338/ERR414338_2.fastq.gz
PRJEB5224	SAMEA2338720	Stool sample from danish	MH0391	ERR414339	PAIRED	27327727	1895312077;1858364879	1969871713;1932624563	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414339/ERR414339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414339/ERR414339_2.fastq.gz
PRJEB5224	SAMEA2338721	Stool sample from danish	MH0392	ERR414340	PAIRED	36229074	2523602603;2489240938	2625405487;2590953014	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414340/ERR414340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414340/ERR414340_2.fastq.gz
PRJEB5224	SAMEA2338722	Stool sample from danish	MH0393	ERR414341	PAIRED	31642675	2200119709;2251354612	2288577956;2339492371	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414341/ERR414341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414341/ERR414341_2.fastq.gz
PRJEB5224	SAMEA2338723	Stool sample from danish	MH0394	ERR414342	PAIRED	34997649	2420114971;2435045829	2518288305;2533075369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414342/ERR414342_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414342/ERR414342_2.fastq.gz
PRJEB5224	SAMEA2338724	Stool sample from danish	MH0395	ERR414343	PAIRED	37626182	2650297329;2631130975	2756249048;2737079187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414343/ERR414343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414343/ERR414343_2.fastq.gz
PRJEB5224	SAMEA2338725	Stool sample from danish	MH0396	ERR414344	PAIRED	31127050	2149037210;2322228508	2238055677;2408459820	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414344/ERR414344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414344/ERR414344_2.fastq.gz
PRJEB5224	SAMEA2338726	Stool sample from danish	MH0397	ERR414345	PAIRED	33511774	2341527482;2353590930	2435128987;2447310399	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414345/ERR414345_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414345/ERR414345_2.fastq.gz
PRJEB5224	SAMEA2338727	Stool sample from danish	MH0398	ERR414346	PAIRED	30827740	2159819108;2169634568	2244708217;2254628589	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414346/ERR414346_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414346/ERR414346_2.fastq.gz
PRJEB5224	SAMEA2338728	Stool sample from danish	MH0399	ERR414347	PAIRED	38933383	2723952085;2866073794	2836194065;2977419703	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414347/ERR414347_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414347/ERR414347_2.fastq.gz
PRJEB5224	SAMEA2338729	Stool sample from danish	MH0400	ERR414348	PAIRED	32832541	2292014723;2303417497	2384280577;2395742119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414348/ERR414348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414348/ERR414348_2.fastq.gz
PRJEB5224	SAMEA2338730	Stool sample from danish	MH0401	ERR414349	PAIRED	25196032	1716100735;1754343214	1784514494;1822818054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414349/ERR414349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414349/ERR414349_2.fastq.gz
PRJEB5224	SAMEA2338730	Stool sample from danish	MH0401	ERR414350	PAIRED	4672483	328896294;327490488	341615432;340146604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414350/ERR414350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414350/ERR414350_2.fastq.gz
PRJEB5224	SAMEA2338731	Stool sample from danish	MH0402	ERR414351	PAIRED	30175993	2092598730;2149502944	2182570394;2239122678	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414351/ERR414351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414351/ERR414351_2.fastq.gz
PRJEB5224	SAMEA2338732	Stool sample from spanish	O2.CD1-0	ERR414352	PAIRED	41656194	3163628461;3220989468	3291501559;3346747931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414352/ERR414352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414352/ERR414352_2.fastq.gz
PRJEB5224	SAMEA2338733	Stool sample from spanish	O2.CD1-0-PT	ERR414353	PAIRED	37534064	2856986563;2932807718	2971534787;3045186705	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414353/ERR414353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414353/ERR414353_2.fastq.gz
PRJEB5224	SAMEA2338734	Stool sample from spanish	O2.CD2-0	ERR414354	PAIRED	32122936	2447662677;2492318663	2545392633;2588058915	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414354/ERR414354_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414354/ERR414354_2.fastq.gz
PRJEB5224	SAMEA2338735	Stool sample from spanish	O2.CD2-0-PT	ERR414355	PAIRED	44896886	3378771336;3498900804	3517325518;3635286594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414355/ERR414355_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414355/ERR414355_2.fastq.gz
PRJEB5224	SAMEA2338736	Stool sample from spanish	O2.CD3-0-PT	ERR414356	PAIRED	32643980	2475876963;2627664004	2575494685;2722556807	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414356/ERR414356_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414356/ERR414356_2.fastq.gz
PRJEB5224	SAMEA2338738	Stool sample from spanish	O2.UC11-1	ERR414357	PAIRED	39328473	2949077148;2985142748	3070278493;3105426957	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414357/ERR414357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414357/ERR414357_2.fastq.gz
PRJEB5224	SAMEA2338737	Stool sample from spanish	O2.UC1-1	ERR414358	PAIRED	31806236	2407431724;2398279469	2505419878;2495727383	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414358/ERR414358_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414358/ERR414358_2.fastq.gz
PRJEB5224	SAMEA2338739	Stool sample from spanish	O2.UC12-1	ERR414359	PAIRED	34387959	2549444375;2548125276	2654891993;2652703234	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414359/ERR414359_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414359/ERR414359_2.fastq.gz
PRJEB5224	SAMEA2338740	Stool sample from spanish	O2.UC13-1	ERR414360	PAIRED	44886401	3303038257;3327608293	3443442566;3466754361	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414360/ERR414360_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414360/ERR414360_2.fastq.gz
PRJEB5224	SAMEA2338741	Stool sample from spanish	O2.UC14-1	ERR414361	PAIRED	31920868	2386921224;2416675187	2485530093;2514316006	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414361/ERR414361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414361/ERR414361_2.fastq.gz
PRJEB5224	SAMEA2338742	Stool sample from spanish	O2.UC15-0	ERR414362	PAIRED	35188198	2310367108;2280007667	2409952620;2378780527	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414362/ERR414362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414362/ERR414362_2.fastq.gz
PRJEB5224	SAMEA2338743	Stool sample from spanish	O2.UC15-1	ERR414363	PAIRED	26248166	1981933546;1996825253	2062569281;2076668029	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414363/ERR414363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414363/ERR414363_2.fastq.gz
PRJEB5224	SAMEA2338744	Stool sample from spanish	O2.UC15-2	ERR414364	PAIRED	33833869	2256555444;2274277070	2351938617;2368256163	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414364/ERR414364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414364/ERR414364_2.fastq.gz
PRJEB5224	SAMEA2338745	Stool sample from spanish	O2.UC16-1	ERR414365	PAIRED	39824108	2814663554;2842856605	2937635203;2964500409	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414365/ERR414365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414365/ERR414365_2.fastq.gz
PRJEB5224	SAMEA2338746	Stool sample from spanish	O2.UC17-1	ERR414366	PAIRED	32822055	2458093405;2497696870	2559667685;2598189507	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414366/ERR414366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414366/ERR414366_2.fastq.gz
PRJEB5224	SAMEA2338747	Stool sample from spanish	O2.UC18-1	ERR414367	PAIRED	45600003	3385239356;3316088187	3527955069;3458002806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414367/ERR414367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414367/ERR414367_2.fastq.gz
PRJEB5224	SAMEA2338748	Stool sample from spanish	O2.UC19-1	ERR414368	PAIRED	28544580	2154836418;2157516149	2241694284;2243826987	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414368/ERR414368_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414368/ERR414368_2.fastq.gz
PRJEB5224	SAMEA2338749	Stool sample from spanish	O2.UC20-1	ERR414369	PAIRED	32114878	2413134311;2419987084	2511378595;2517569719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414369/ERR414369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414369/ERR414369_2.fastq.gz
PRJEB5224	SAMEA2338751	Stool sample from spanish	O2.UC21-1	ERR414370	PAIRED	34256839	2639624286;2496476319	2745455129;2601826631	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414370/ERR414370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414370/ERR414370_2.fastq.gz
PRJEB5224	SAMEA2338750	Stool sample from spanish	O2.UC2-1	ERR414371	PAIRED	33853892	2510496546;2596221403	2614293513;2699254734	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414371/ERR414371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414371/ERR414371_2.fastq.gz
PRJEB5224	SAMEA2338752	Stool sample from spanish	O2.UC22-1	ERR414372	PAIRED	28414064	2292212755;2280195192	2377556804;2364326952	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414372/ERR414372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414372/ERR414372_2.fastq.gz
PRJEB5224	SAMEA2338753	Stool sample from spanish	O2.UC23-1	ERR414373	PAIRED	12532483	1017314886;1011573253	1053716425;1047285629	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414373/ERR414373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414373/ERR414373_2.fastq.gz
PRJEB5224	SAMEA2338754	Stool sample from spanish	O2.UC24-1	ERR414374	PAIRED	35428672	2804853536;2836241187	2912607140;2942379914	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414374/ERR414374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414374/ERR414374_2.fastq.gz
PRJEB5224	SAMEA2338755	Stool sample from spanish	O2.UC26-1	ERR414375	PAIRED	36660761	2908129555;2934691855	3019564192;3044679501	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414375/ERR414375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414375/ERR414375_2.fastq.gz
PRJEB5224	SAMEA2338756	Stool sample from spanish	O2.UC27-1	ERR414376	PAIRED	28796828	2132545452;2122620440	2221265171;2211314084	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414376/ERR414376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414376/ERR414376_2.fastq.gz
PRJEB5224	SAMEA2338757	Stool sample from spanish	O2.UC28-0	ERR414377	PAIRED	37546299	2459595450;2433697724	2565747487;2538859493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414377/ERR414377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414377/ERR414377_2.fastq.gz
PRJEB5224	SAMEA2338758	Stool sample from spanish	O2.UC28-1	ERR414378	PAIRED	29898992	2260993700;2263622553	2353061441;2355643490	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414378/ERR414378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414378/ERR414378_2.fastq.gz
PRJEB5224	SAMEA2338759	Stool sample from spanish	O2.UC28-2	ERR414379	PAIRED	33796096	2235521890;2235501465	2330412368;2329101842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414379/ERR414379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414379/ERR414379_2.fastq.gz
PRJEB5224	SAMEA2338760	Stool sample from spanish	O2.UC29-1	ERR414380	PAIRED	30383328	2221200734;2291627336	2314907181;2385252221	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414380/ERR414380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414380/ERR414380_2.fastq.gz
PRJEB5224	SAMEA2338761	Stool sample from spanish	O2.UC30-1	ERR414381	PAIRED	38229558	2810922900;2718168987	2930730033;2837598684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414381/ERR414381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414381/ERR414381_2.fastq.gz
PRJEB5224	SAMEA2338763	Stool sample from spanish	O2.UC31-1	ERR414382	PAIRED	34660149	2553386217;2577818119	2660220230;2684283883	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414382/ERR414382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414382/ERR414382_2.fastq.gz
PRJEB5224	SAMEA2338762	Stool sample from spanish	O2.UC3-1	ERR414383	PAIRED	35142794	2618724910;2604685865	2726063089;2711226406	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414383/ERR414383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414383/ERR414383_2.fastq.gz
PRJEB5224	SAMEA2338764	Stool sample from spanish	O2.UC32-1	ERR414384	PAIRED	34424644	2538604796;2484360198	2645151753;2590720873	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414384/ERR414384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414384/ERR414384_2.fastq.gz
PRJEB5224	SAMEA2338765	Stool sample from spanish	O2.UC35-1	ERR414385	PAIRED	35568540	2650784479;2652426345	2760139369;2761495007	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414385/ERR414385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414385/ERR414385_2.fastq.gz
PRJEB5224	SAMEA2338766	Stool sample from spanish	O2.UC36-0	ERR414386	PAIRED	18206180	1272349102;1298976350	1322199235;1348613893	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414386/ERR414386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414386/ERR414386_2.fastq.gz
PRJEB5224	SAMEA2338766	Stool sample from spanish	O2.UC36-0	ERR414387	PAIRED	22623553	1604944136;1593421950	1666658474;1654915746	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414387/ERR414387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414387/ERR414387_2.fastq.gz
PRJEB5224	SAMEA2338767	Stool sample from spanish	O2.UC36-1	ERR414388	PAIRED	31618492	2350162057;2341086374	2447400433;2438163387	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414388/ERR414388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414388/ERR414388_2.fastq.gz
PRJEB5224	SAMEA2338768	Stool sample from spanish	O2.UC37-1	ERR414389	PAIRED	46434581	3687231024;3604122972	3830699692;3746220400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414389/ERR414389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414389/ERR414389_2.fastq.gz
PRJEB5224	SAMEA2338769	Stool sample from spanish	O2.UC38-1	ERR414390	PAIRED	39846983	3066810350;3120625147	3188220416;3241021938	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414390/ERR414390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414390/ERR414390_2.fastq.gz
PRJEB5224	SAMEA2338770	Stool sample from spanish	O2.UC40-1	ERR414391	PAIRED	41210802	3354673493;3216600483	3480733996;3340416779	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414391/ERR414391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414391/ERR414391_2.fastq.gz
PRJEB5224	SAMEA2338772	Stool sample from spanish	O2.UC41-1	ERR414392	PAIRED	42461640	3273420513;3197919266	3403539704;3326977193	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414392/ERR414392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414392/ERR414392_2.fastq.gz
